truck,loader,ton,n_shovel,truck_total_cycle,loader_total_cycle,distance_empty,distance_full,date
CAEX87,PH06,369.4582857096876,4.0,1270.0,357.0,3720.0,4896.0,2023-01-29
CAEX93,PH06,273.1869405755677,3.0,2933.0,263.0,5431.0,7073.0,2023-01-29
CAEX81,PH06,275.933572358112,3.0,1926.0,273.0,5452.0,5508.0,2023-01-29
CAEX46,PH58,269.50189822322824,4.0,2218.0,288.0,7295.0,5387.0,2023-01-29
CAEX10,PH06,271.8862220332983,3.0,2219.0,432.0,12270.0,3757.0,2023-01-29
CAEX34,PH58,267.42769015799945,3.0,2072.0,338.0,7481.0,5378.0,2023-01-29
CAEX01,PH55,364.0865542710175,4.0,1738.0,126.0,2794.0,4127.0,2023-01-30
CAEX98,PH06,275.34075336289663,3.0,1981.0,239.0,5554.0,7570.0,2023-01-30
CAEX55,PH48,363.68927631882,4.0,1995.0,262.0,5409.0,5375.0,2023-01-30
CAEX81,PH06,276.9596707641283,3.0,3256.0,169.0,9191.0,7148.0,2023-01-30
CAEX44,PH06,275.0496873342115,3.0,2142.0,209.0,5364.0,7677.0,2023-01-30
CAEX46,PH58,264.538551511446,3.0,2525.0,352.0,7408.0,5324.0,2023-01-30
CAEX47,PH06,368.5915734237194,4.0,2774.0,242.0,9078.0,7671.0,2023-01-30
CAEX42,PH58,267.75286109456823,3.0,1790.0,78.0,7499.0,5509.0,2023-01-30
CAEX98,PH55,266.8756712758285,4.0,1169.0,500.0,4137.0,2681.0,2023-01-31
CAEX81,PH55,276.8733750818968,4.0,2243.0,214.0,7184.0,4160.0,2023-01-31
CAEX90,PH58,276.1933534128803,3.0,2657.0,298.0,7659.0,7701.0,2023-01-31
CAEX74,PH55,275.975064424203,5.0,1738.0,554.0,4273.0,2771.0,2023-01-31
CAEX80,PH55,272.6424121527062,4.0,1619.0,270.0,2684.0,2643.0,2023-01-31
CAEX64,PH55,374.8491752955041,4.0,2131.0,257.0,2663.0,4164.0,2023-01-31
CAEX42,PH48,369.6335800915065,3.0,1748.0,480.0,5467.0,3519.0,2023-01-31
CAEX21,PH58,273.8586986793938,3.0,2948.0,98.0,7478.0,7584.0,2023-01-31
CAEX01,PH55,363.5388937723069,4.0,2759.0,745.0,4179.0,4109.0,2023-02-01
CAEX47,PH06,270.62441852161044,3.0,3019.0,280.0,11434.0,7432.0,2023-02-01
CAEX13,PH48,264.8794101615013,3.0,1682.0,258.0,4929.0,4264.0,2023-02-01
CAEX84,PH58,276.5907090810421,3.0,2790.0,373.0,11847.0,7501.0,2023-02-01
CAEX55,PH06,271.10722768975126,3.0,2517.0,234.0,9853.0,7702.0,2023-02-01
CAEX39,PH06,363.52923877834667,3.0,2336.0,393.0,5747.0,7521.0,2023-02-01
CAEX46,PH06,275.1060496063532,3.0,1506.0,404.0,6013.0,7520.0,2023-02-01
CAEX80,PH06,363.0503399642275,4.0,2225.0,397.0,6346.0,7580.0,2023-02-01
CAEX60,PH58,273.6106794786865,3.0,3123.0,365.0,7381.0,7531.0,2023-02-01
CAEX23,PH06,363.686960614416,3.0,2784.0,162.0,9507.0,7734.0,2023-02-01
CAEX25,PH55,271.0313242461267,4.0,1944.0,344.0,4273.0,4368.0,2023-02-01
CAEX30,PH55,370.7163101102456,4.0,2680.0,243.0,7751.0,4111.0,2023-02-01
CAEX81,PH06,276.6720025278267,3.0,3125.0,328.0,13347.0,7462.0,2023-02-01
CAEX60,PH06,275.28516802687625,3.0,2971.0,322.0,5665.0,7228.0,2023-02-02
CAEX13,PH06,365.2332921549557,4.0,2206.0,306.0,8301.0,6208.0,2023-02-02
CAEX60,PH06,275.00141398876934,4.0,2952.0,237.0,5539.0,6981.0,2023-02-02
CAEX81,PH06,364.2691759482352,4.0,2949.0,242.0,5734.0,7056.0,2023-02-02
CAEX46,PH58,273.3809738992961,3.0,3266.0,286.0,7538.0,7500.0,2023-02-02
CAEX41,PH55,384.6387679521392,5.0,2457.0,223.0,4963.0,4246.0,2023-02-02
CAEX39,PH06,367.2936930433549,4.0,2521.0,322.0,6971.0,5979.0,2023-02-02
CAEX41,PH06,370.1588841591913,4.0,2073.0,252.0,5727.0,5972.0,2023-02-02
CAEX08,PH06,271.506137318705,3.0,3263.0,432.0,9244.0,7274.0,2023-02-02
CAEX98,PH58,273.67809587505405,3.0,4660.0,202.0,15346.0,7700.0,2023-02-02
CAEX21,PH06,366.098893558727,4.0,3081.0,285.0,5492.0,7026.0,2023-02-02
CAEX46,PH58,264.9465519012543,3.0,3001.0,510.0,7515.0,7687.0,2023-02-02
CAEX22,PH48,271.4601308268363,3.0,1909.0,204.0,4756.0,5726.0,2023-02-02
CAEX07,PH48,262.90912579282883,3.0,1557.0,223.0,4994.0,4253.0,2023-02-02
CAEX90,PH06,369.4197956105789,4.0,3211.0,182.0,5577.0,7228.0,2023-02-02
CAEX80,PH58,366.25263830758,4.0,2368.0,325.0,961.0,7538.0,2023-02-02
CAEX08,PH58,272.2517924057284,3.0,3386.0,335.0,7625.0,7676.0,2023-02-02
CAEX58,PH48,269.24667405370343,3.0,1585.0,254.0,4966.0,4241.0,2023-02-02
CAEX87,PH06,369.3576339058844,4.0,1819.0,332.0,5668.0,1649.0,2023-02-02
CAEX23,PH06,268.4276112717099,3.0,2016.0,426.0,5603.0,5988.0,2023-02-02
CAEX49,PH55,362.1330846622304,6.0,1695.0,457.0,4442.0,2907.0,2023-02-02
CAEX31,PH48,274.2021269055316,3.0,1519.0,486.0,5026.0,4048.0,2023-02-02
CAEX66,PH06,368.6797549579547,4.0,1471.0,418.0,5012.0,4101.0,2023-02-03
CAEX90,PH58,361.71710965263327,4.0,2974.0,402.0,7760.0,7691.0,2023-02-03
CAEX84,PH58,365.42845085646616,4.0,3481.0,381.0,9495.0,7499.0,2023-02-03
CAEX34,PH58,270.5716437872505,3.0,2827.0,216.0,7694.0,7997.0,2023-02-03
CAEX66,PH06,274.35818179302333,3.0,1563.0,173.0,4743.0,4164.0,2023-02-03
CAEX49,PH06,275.616144826101,4.0,2116.0,172.0,7508.0,4515.0,2023-02-03
CAEX31,PH58,361.97054571872894,3.0,2858.0,369.0,5149.0,7640.0,2023-02-03
CAEX66,PH55,363.18049095862176,5.0,1410.0,376.0,2147.0,1980.0,2023-02-04
CAEX52,PH06,361.787764262536,5.0,1779.0,409.0,5174.0,4196.0,2023-02-04
CAEX87,PH06,362.1041908900181,4.0,2398.0,282.0,4782.0,6952.0,2023-02-04
CAEX44,PH58,367.7864468257813,4.0,3261.0,269.0,7598.0,7807.0,2023-02-05
CAEX24,PH58,361.87080931875965,4.0,2140.0,305.0,7605.0,7990.0,2023-02-05
CAEX46,PH58,270.89420804221146,3.0,2825.0,207.0,7624.0,8028.0,2023-02-05
CAEX56,PH58,361.6904476856794,4.0,3383.0,212.0,7504.0,7546.0,2023-02-05
CAEX66,PH58,362.9631140844817,3.0,3204.0,159.0,7697.0,7748.0,2023-02-05
CAEX55,PH06,370.2617312662658,3.0,1866.0,200.0,6477.0,4079.0,2023-02-05
CAEX41,PH58,367.5418593179275,3.0,1715.0,403.0,7605.0,1114.0,2023-02-05
CAEX21,PH06,375.3029311734739,4.0,1969.0,486.0,5103.0,4132.0,2023-02-05
CAEX96,PH06,364.6018853408306,3.0,2190.0,690.0,5028.0,5565.0,2023-02-05
CAEX96,PH06,273.7313735863472,3.0,1555.0,290.0,7653.0,4419.0,2023-02-05
CAEX66,PH58,366.11815267520336,4.0,415.0,169.0,7803.0,7574.0,2023-02-05
CAEX46,PH58,267.901133153578,3.0,3216.0,269.0,7867.0,7549.0,2023-02-05
CAEX46,PH58,269.965195876499,4.0,2677.0,350.0,7828.0,7563.0,2023-02-05
CAEX31,PH58,268.1196372664627,3.0,3350.0,84.0,7541.0,7854.0,2023-02-05
CAEX73,PH06,269.94206239399955,3.0,2769.0,215.0,4785.0,5383.0,2023-02-05
CAEX46,PH06,363.46708334569774,4.0,1648.0,227.0,4791.0,4472.0,2023-02-05
CAEX25,PH06,368.9310537763043,5.0,1620.0,458.0,4982.0,4128.0,2023-02-05
CAEX46,PH06,370.1601117357488,5.0,2082.0,278.0,8550.0,4365.0,2023-02-06
CAEX66,PH06,363.2688767045008,5.0,1715.0,565.0,5022.0,14252.0,2023-02-06
CAEX13,PH55,365.9424218271666,4.0,1704.0,422.0,3014.0,2982.0,2023-02-06
CAEX39,PH06,363.0917676193936,5.0,3226.0,550.0,6382.0,6857.0,2023-02-06
CAEX37,PH06,378.25966705493255,3.0,1817.0,150.0,5001.0,7020.0,2023-02-06
CAEX52,PH55,269.94706108162234,4.0,1948.0,549.0,4628.0,3067.0,2023-02-06
CAEX25,PH55,276.75631608766696,4.0,3125.0,436.0,4499.0,2895.0,2023-02-06
CAEX13,PH48,274.2778577066405,4.0,1831.0,148.0,5691.0,4017.0,2023-02-06
CAEX46,PH58,272.33516350630464,3.0,2973.0,174.0,7713.0,7648.0,2023-02-06
CAEX58,PH55,275.19466258693024,5.0,2102.0,669.0,4573.0,3084.0,2023-02-06
CAEX25,PH48,267.7838137367618,5.0,1724.0,477.0,5673.0,3799.0,2023-02-06
CAEX87,PH58,369.6097997113583,5.0,3028.0,169.0,7754.0,7578.0,2023-02-06
CAEX46,PH58,271.7834926802858,3.0,3103.0,334.0,7796.0,7743.0,2023-02-06
CAEX24,PH55,365.1845236387532,6.0,2016.0,418.0,4485.0,3057.0,2023-02-07
CAEX52,PH55,362.8470697167388,4.0,2496.0,275.0,4413.0,4304.0,2023-02-07
CAEX30,PH58,275.0723607184684,3.0,3254.0,421.0,8527.0,7663.0,2023-02-07
CAEX52,PH48,379.866353919357,4.0,2001.0,459.0,5036.0,5024.0,2023-02-07
CAEX13,PH55,369.7647138409572,4.0,2145.0,335.0,4496.0,4534.0,2023-02-07
CAEX56,PH55,266.23969324590394,4.0,2617.0,423.0,7437.0,4455.0,2023-02-07
CAEX49,PH58,363.8068939400693,4.0,3248.0,413.0,7793.0,7804.0,2023-02-07
CAEX31,PH58,363.91845380911326,3.0,1286.0,160.0,7923.0,1128.0,2023-02-07
CAEX25,PH48,274.9635463280172,3.0,1666.0,452.0,4925.0,4314.0,2023-02-07
CAEX48,PH48,370.1893481866132,3.0,2008.0,189.0,8658.0,4206.0,2023-02-07
CAEX80,PH48,362.97834392546895,3.0,2063.0,343.0,11427.0,4148.0,2023-02-07
CAEX34,PH55,276.0071403276193,4.0,2001.0,427.0,4536.0,2976.0,2023-02-07
CAEX98,PH48,364.259907983884,3.0,1836.0,270.0,4896.0,4438.0,2023-02-07
CAEX85,PH58,369.4197873183282,3.0,2356.0,204.0,8525.0,7893.0,2023-02-07
CAEX66,PH48,363.9078573891492,3.0,1761.0,395.0,5036.0,4132.0,2023-02-07
CAEX34,PH48,369.2988800316464,4.0,2478.0,487.0,8415.0,5071.0,2023-02-07
CAEX41,PH48,368.9839210450599,3.0,1745.0,276.0,5114.0,4083.0,2023-02-07
CAEX37,PH48,365.9491708856867,3.0,1247.0,234.0,4974.0,3146.0,2023-02-07
CAEX84,PH48,361.930537831838,4.0,1627.0,227.0,4952.0,4221.0,2023-02-07
CAEX93,PH58,276.2434205874204,3.0,2822.0,160.0,7756.0,7912.0,2023-02-07
CAEX71,PH58,361.30872752761775,3.0,3286.0,408.0,7653.0,7935.0,2023-02-08
CAEX64,PH48,362.4714019991079,4.0,2302.0,252.0,4999.0,5015.0,2023-02-08
CAEX90,PH48,362.9487722300116,4.0,1486.0,437.0,4990.0,4982.0,2023-02-08
CAEX93,PH48,276.731266732207,4.0,2243.0,590.0,5202.0,5028.0,2023-02-08
CAEX56,PH58,362.2518072545446,5.0,3209.0,173.0,9257.0,7714.0,2023-02-08
CAEX46,PH55,267.776475913598,4.0,2366.0,274.0,4365.0,4225.0,2023-02-08
CAEX37,PH58,272.0872234122192,3.0,3872.0,169.0,9376.0,7983.0,2023-02-08
CAEX87,PH55,373.8098183857038,5.0,1263.0,894.0,4219.0,5727.0,2023-02-08
CAEX34,PH58,365.0183925357398,3.0,2983.0,399.0,7622.0,7914.0,2023-02-08
CAEX54,PH48,362.4852827815671,3.0,2064.0,481.0,4916.0,5251.0,2023-02-08
CAEX58,PH58,364.519084239799,4.0,1537.0,442.0,7717.0,1215.0,2023-02-09
CAEX64,PH06,271.6254578258486,3.0,2289.0,289.0,6844.0,5468.0,2023-02-09
CAEX81,PH06,272.26431299751806,3.0,1752.0,334.0,5339.0,3381.0,2023-02-09
CAEX87,PH06,368.3009868684725,3.0,1465.0,333.0,6891.0,3409.0,2023-02-09
CAEX58,PH58,370.377482254746,3.0,2218.0,257.0,1129.0,8073.0,2023-02-09
CAEX21,PH06,368.2983281007336,3.0,1696.0,306.0,5269.0,3273.0,2023-02-09
CAEX90,PH48,366.05648418815485,4.0,1086.0,365.0,6731.0,4309.0,2023-02-09
CAEX31,PH58,370.41081899800696,3.0,2405.0,184.0,8071.0,7909.0,2023-02-09
CAEX48,PH06,362.3114697127751,4.0,1640.0,336.0,5340.0,3530.0,2023-02-09
CAEX62,PH06,373.746647783829,3.0,2162.0,255.0,8552.0,3413.0,2023-02-09
CAEX01,PH48,363.588782064477,4.0,2273.0,343.0,6768.0,4320.0,2023-02-09
CAEX96,PH06,271.59751163352547,4.0,957.0,396.0,2358.0,3546.0,2023-02-09
CAEX66,PH06,362.4425322568271,3.0,2925.0,265.0,13534.0,3517.0,2023-02-09
CAEX81,PH06,264.359975460356,3.0,1702.0,320.0,5142.0,3422.0,2023-02-09
CAEX25,PH06,362.8646950264827,3.0,1888.0,491.0,6702.0,3671.0,2023-02-10
CAEX55,PH48,369.0712131464493,4.0,2539.0,252.0,6772.0,6133.0,2023-02-10
CAEX55,PH48,361.8661760699199,4.0,2125.0,548.0,5065.0,6316.0,2023-02-10
CAEX41,PH06,362.49756552675,3.0,1634.0,340.0,5310.0,3765.0,2023-02-10
CAEX41,PH58,362.1416469150455,3.0,3208.0,382.0,8583.0,7698.0,2023-02-10
CAEX41,PH58,368.6848334069162,4.0,3488.0,280.0,7928.0,7761.0,2023-02-10
CAEX66,PH55,371.1396613027735,4.0,1622.0,205.0,5871.0,4629.0,2023-02-10
CAEX47,PH06,366.26202397618965,4.0,1665.0,578.0,5164.0,3850.0,2023-02-10
CAEX25,PH58,269.48092865602297,3.0,2997.0,114.0,7396.0,7751.0,2023-02-10
CAEX55,PH06,365.8670057960269,3.0,1893.0,183.0,6480.0,3711.0,2023-02-10
CAEX23,PH58,366.7085127115898,3.0,3155.0,321.0,8026.0,7870.0,2023-02-10
CAEX44,PH48,271.99148923011205,3.0,2088.0,338.0,6835.0,6128.0,2023-02-10
CAEX23,PH58,364.6232760708781,4.0,1378.0,267.0,7772.0,1121.0,2023-02-10
CAEX37,PH06,368.26845688238194,3.0,1557.0,329.0,5351.0,3582.0,2023-02-10
CAEX46,PH58,276.6377668604019,3.0,3483.0,290.0,7883.0,7764.0,2023-02-11
CAEX64,PH48,271.3527332594008,3.0,2239.0,327.0,5058.0,5232.0,2023-02-11
CAEX37,PH06,363.6742310120572,3.0,1415.0,87.0,5366.0,3862.0,2023-02-11
CAEX22,PH06,273.596778877498,3.0,3084.0,318.0,12393.0,5183.0,2023-02-11
CAEX46,PH58,271.60670841796195,3.0,3186.0,195.0,7900.0,7793.0,2023-02-11
CAEX30,PH48,368.6517113508664,4.0,811.0,464.0,5472.0,3750.0,2023-02-11
CAEX55,PH58,274.4430559015138,4.0,3211.0,358.0,7959.0,7890.0,2023-02-11
CAEX13,PH58,378.039537038217,4.0,3074.0,369.0,7844.0,7801.0,2023-02-11
CAEX98,PH48,276.0837522478485,3.0,1449.0,357.0,6708.0,3912.0,2023-02-11
CAEX81,PH58,272.0187067664023,3.0,2970.0,173.0,7862.0,7978.0,2023-02-11
CAEX64,PH48,271.58681002722,3.0,2254.0,157.0,4908.0,6356.0,2023-02-11
CAEX74,PH48,272.5804400871589,3.0,2618.0,360.0,5199.0,5208.0,2023-02-11
CAEX80,PH48,371.0273458664725,4.0,1907.0,480.0,4865.0,4016.0,2023-02-11
CAEX47,PH48,368.2079588728088,3.0,2692.0,254.0,5020.0,5293.0,2023-02-11
CAEX44,PH48,272.9677600650306,3.0,1119.0,147.0,881.0,4006.0,2023-02-11
CAEX31,PH58,362.8380207190537,3.0,3626.0,101.0,7837.0,8000.0,2023-02-11
CAEX66,PH06,362.0731497262418,4.0,2501.0,430.0,5105.0,5367.0,2023-02-11
CAEX44,PH06,362.5202443665712,4.0,1753.0,206.0,8470.0,3721.0,2023-02-11
CAEX46,PH48,364.3235429874092,4.0,1920.0,455.0,6691.0,3858.0,2023-02-11
CAEX46,PH48,362.326630095873,4.0,1743.0,169.0,5031.0,3766.0,2023-02-11
CAEX42,PH58,361.49983250522814,4.0,3061.0,468.0,7752.0,8120.0,2023-02-11
CAEX30,PH58,365.893390847376,4.0,3138.0,372.0,8699.0,7811.0,2023-02-11
CAEX58,PH48,271.457158532368,3.0,2433.0,156.0,4904.0,5601.0,2023-02-12
CAEX52,PH58,275.6222464398336,3.0,3068.0,186.0,7829.0,7876.0,2023-02-12
CAEX44,PH48,364.744934953872,3.0,3017.0,213.0,5167.0,6805.0,2023-02-12
CAEX01,PH48,367.94701422076224,4.0,1962.0,388.0,4905.0,5386.0,2023-02-12
CAEX49,PH58,363.6576947526084,3.0,1425.0,368.0,7589.0,1234.0,2023-02-12
CAEX41,PH48,274.6471928991467,3.0,2604.0,311.0,8796.0,5337.0,2023-02-12
CAEX44,PH48,274.6246544875293,3.0,1338.0,397.0,5211.0,5159.0,2023-02-12
CAEX37,PH48,377.8969407338346,3.0,1570.0,1117.0,5612.0,5235.0,2023-02-12
CAEX96,PH48,275.5397659781242,3.0,1701.0,463.0,8114.0,6628.0,2023-02-12
CAEX34,PH06,270.87914381108266,3.0,2150.0,71.0,9304.0,5157.0,2023-02-12
CAEX41,PH48,370.78647138649126,3.0,2383.0,357.0,5071.0,5135.0,2023-02-12
CAEX60,PH48,275.2201935171009,3.0,1901.0,468.0,5116.0,5205.0,2023-02-12
CAEX81,PH58,275.2280656666588,3.0,2810.0,238.0,7791.0,7999.0,2023-02-12
CAEX47,PH58,364.18001082136334,3.0,1963.0,441.0,4056.0,3801.0,2023-02-12
CAEX31,PH48,365.1112105230161,3.0,2569.0,262.0,8024.0,5214.0,2023-02-12
CAEX42,PH58,368.3909020908207,3.0,3026.0,442.0,7945.0,7880.0,2023-02-13
CAEX41,PH48,377.1113086586829,3.0,1474.0,66.0,5097.0,629.0,2023-02-13
CAEX94,PH48,262.4990588723977,3.0,2131.0,218.0,6328.0,4986.0,2023-02-13
CAEX41,PH48,270.22872413458754,3.0,2218.0,121.0,5125.0,5039.0,2023-02-13
CAEX52,PH58,363.2461728278839,3.0,3266.0,155.0,7850.0,7978.0,2023-02-13
CAEX64,PH48,365.0425266102298,4.0,2265.0,210.0,5064.0,5311.0,2023-02-13
CAEX41,PH06,367.3655787687804,3.0,2219.0,444.0,5160.0,5441.0,2023-02-13
CAEX41,PH48,266.84919610648507,3.0,2052.0,377.0,4903.0,4973.0,2023-02-13
CAEX87,PH58,381.85967424302976,4.0,3482.0,280.0,7984.0,8144.0,2023-02-13
CAEX31,PH58,273.73757911696845,3.0,2027.0,437.0,7956.0,7942.0,2023-02-13
CAEX55,PH48,267.5860526124868,3.0,2346.0,132.0,4991.0,5216.0,2023-02-13
CAEX46,PH06,277.0134024164973,4.0,2449.0,293.0,5265.0,5551.0,2023-02-13
CAEX93,PH58,272.43947313773253,3.0,3436.0,385.0,7634.0,8187.0,2023-02-13
CAEX81,PH06,276.6379554742885,3.0,1979.0,300.0,5091.0,5386.0,2023-02-13
CAEX96,PH58,269.44132934978467,3.0,2576.0,394.0,7526.0,3871.0,2023-02-14
CAEX66,PH48,274.566540762162,3.0,2867.0,321.0,5276.0,5204.0,2023-02-14
CAEX31,PH58,365.7866349742509,3.0,3299.0,157.0,8059.0,7726.0,2023-02-14
CAEX49,PH58,361.39096420413904,3.0,2971.0,356.0,8115.0,8047.0,2023-02-14
CAEX31,PH48,275.88154363312384,3.0,2271.0,350.0,5317.0,5361.0,2023-02-14
CAEX31,PH48,271.0029538573966,3.0,1725.0,225.0,5229.0,4943.0,2023-02-14
CAEX54,PH58,369.2986046156845,3.0,3328.0,384.0,3967.0,7947.0,2023-02-14
CAEX60,PH48,266.83007402470173,3.0,2878.0,133.0,8986.0,6667.0,2023-02-14
CAEX66,PH48,265.0621496571773,3.0,2401.0,274.0,6301.0,5386.0,2023-02-14
CAEX46,PH48,273.43156378155595,3.0,2446.0,245.0,5172.0,4976.0,2023-02-14
CAEX81,PH48,269.29481736292064,4.0,2077.0,340.0,4939.0,5200.0,2023-02-14
CAEX90,PH48,275.4374114022218,3.0,2027.0,310.0,5133.0,5360.0,2023-02-14
CAEX44,PH06,271.17007929632683,3.0,2043.0,412.0,5626.0,5558.0,2023-02-14
CAEX66,PH48,371.823720441652,4.0,1714.0,509.0,5007.0,868.0,2023-02-14
CAEX25,PH48,276.8463375516747,3.0,2117.0,319.0,4987.0,5142.0,2023-02-14
CAEX31,PH48,361.4656130038615,3.0,1905.0,66.0,5261.0,5251.0,2023-02-14
CAEX22,PH58,366.9395801124852,3.0,3646.0,351.0,8018.0,7834.0,2023-02-15
CAEX98,PH48,273.14910696946384,3.0,2130.0,428.0,5085.0,5336.0,2023-02-15
CAEX49,PH58,361.60915760052086,3.0,2769.0,310.0,7876.0,7896.0,2023-02-15
CAEX13,PH48,265.4758297922036,3.0,1640.0,340.0,13514.0,6692.0,2023-02-15
CAEX21,PH48,361.50031238189325,4.0,2003.0,460.0,5099.0,5241.0,2023-02-15
CAEX46,PH58,270.1255739195114,4.0,3074.0,121.0,8101.0,8008.0,2023-02-15
CAEX42,PH48,374.5187343384648,4.0,1577.0,254.0,4931.0,671.0,2023-02-15
CAEX64,PH06,364.710647910072,4.0,1771.0,397.0,5371.0,3728.0,2023-02-15
CAEX93,PH48,275.9488920770939,3.0,3868.0,263.0,4866.0,5322.0,2023-02-15
CAEX46,PH06,274.09859567095526,4.0,1983.0,463.0,5407.0,5175.0,2023-02-15
CAEX74,PH48,274.4034674685963,3.0,2992.0,249.0,8156.0,6599.0,2023-02-15
CAEX71,PH48,381.1392768145223,4.0,1869.0,318.0,13610.0,3939.0,2023-02-15
CAEX96,PH58,276.18988175796727,4.0,2913.0,166.0,8281.0,7860.0,2023-02-15
CAEX96,PH58,267.98986029336766,3.0,3359.0,132.0,7740.0,8089.0,2023-02-16
CAEX39,PH58,363.0241110275636,4.0,2898.0,207.0,8168.0,7924.0,2023-02-16
CAEX62,PH58,367.32107622447785,4.0,4686.0,236.0,11840.0,8095.0,2023-02-16
CAEX42,PH06,365.1952366101724,4.0,1261.0,310.0,3397.0,3788.0,2023-02-16
CAEX39,PH58,276.2530324712493,3.0,2351.0,179.0,8320.0,7818.0,2023-02-16
CAEX98,PH06,376.9421455019944,4.0,1928.0,533.0,9267.0,3768.0,2023-02-16
CAEX98,PH06,266.54410856947146,3.0,1369.0,340.0,3774.0,3811.0,2023-02-16
CAEX56,PH58,273.83640373395866,3.0,3108.0,274.0,8797.0,8030.0,2023-02-16
CAEX41,PH58,366.6478936842981,3.0,3553.0,192.0,8941.0,7882.0,2023-02-16
CAEX48,PH48,361.9118370271555,4.0,1668.0,227.0,5104.0,4132.0,2023-02-16
CAEX73,PH58,263.25675555873164,3.0,2868.0,526.0,8182.0,8002.0,2023-02-16
CAEX90,PH58,263.8745426237716,3.0,2672.0,394.0,8119.0,7886.0,2023-02-16
CAEX98,PH48,369.0384676268277,4.0,1633.0,445.0,8003.0,4221.0,2023-02-16
CAEX13,PH06,272.2230766827817,3.0,2234.0,197.0,7574.0,3479.0,2023-02-16
CAEX13,PH48,367.8814021965124,3.0,1536.0,108.0,3852.0,3936.0,2023-02-16
CAEX52,PH06,361.629810085562,4.0,1685.0,259.0,5259.0,3644.0,2023-02-16
CAEX22,PH48,271.2391318664645,3.0,2010.0,454.0,6654.0,5450.0,2023-02-17
CAEX21,PH58,365.1538399253144,3.0,3140.0,138.0,7987.0,8005.0,2023-02-17
CAEX48,PH06,363.6088797694216,3.0,897.0,477.0,9876.0,3596.0,2023-02-17
CAEX44,PH58,273.7135218556357,3.0,3902.0,238.0,11344.0,8087.0,2023-02-17
CAEX46,PH48,362.00236296515527,3.0,2042.0,241.0,5238.0,5481.0,2023-02-17
CAEX81,PH48,367.7910899834344,3.0,2964.0,410.0,4990.0,5599.0,2023-02-17
CAEX47,PH58,361.3099679290278,3.0,3288.0,281.0,8123.0,8042.0,2023-02-17
CAEX54,PH58,275.3886886055021,3.0,3172.0,438.0,9087.0,8095.0,2023-02-17
CAEX98,PH48,362.3163486795949,4.0,2501.0,409.0,4967.0,5439.0,2023-02-17
CAEX80,PH48,364.28223135032897,3.0,2173.0,195.0,6482.0,5759.0,2023-02-17
CAEX60,PH48,270.10303065568763,3.0,2272.0,306.0,7130.0,5609.0,2023-02-17
CAEX31,PH58,373.0186115320463,3.0,1931.0,418.0,8084.0,1332.0,2023-02-17
CAEX98,PH06,364.5307746979563,3.0,2371.0,421.0,5289.0,5148.0,2023-02-17
CAEX49,PH58,368.413119293441,3.0,3451.0,472.0,7818.0,7997.0,2023-02-17
CAEX39,PH58,363.6665340260034,4.0,3045.0,457.0,8150.0,8123.0,2023-02-17
CAEX87,PH58,368.46402511131424,6.0,3340.0,456.0,8223.0,7857.0,2023-02-17
CAEX41,PH48,361.8920338776031,3.0,1523.0,185.0,7077.0,5661.0,2023-02-18
CAEX44,PH58,274.6384607552553,3.0,2930.0,314.0,7228.0,9858.0,2023-02-18
CAEX39,PH48,276.92907382591426,3.0,2392.0,360.0,8942.0,4237.0,2023-02-18
CAEX64,PH58,367.87900102538873,4.0,2718.0,333.0,8725.0,5063.0,2023-02-18
CAEX41,PH48,371.2396322620218,4.0,1968.0,320.0,5239.0,4096.0,2023-02-18
CAEX90,PH48,275.0879482044675,3.0,1923.0,271.0,5106.0,4075.0,2023-02-18
CAEX31,PH06,363.0180599852343,4.0,3577.0,196.0,9091.0,7202.0,2023-02-18
CAEX62,PH48,275.38831013780987,3.0,1583.0,295.0,5023.0,4308.0,2023-02-18
CAEX90,PH06,372.58500020134255,4.0,3892.0,446.0,9100.0,7114.0,2023-02-18
CAEX31,PH48,276.1417875028866,3.0,2908.0,303.0,9895.0,4150.0,2023-02-18
CAEX54,PH06,365.0482509241487,3.0,3694.0,189.0,9079.0,7155.0,2023-02-18
CAEX58,PH58,276.7605688943771,3.0,3003.0,544.0,10546.0,5259.0,2023-02-18
CAEX85,PH06,368.5642567113821,4.0,3199.0,419.0,6676.0,7169.0,2023-02-18
CAEX39,PH06,274.8965898514129,3.0,2826.0,288.0,5350.0,7189.0,2023-02-18
CAEX66,PH58,368.15289907910426,4.0,2235.0,266.0,7761.0,5643.0,2023-02-19
CAEX58,PH06,362.9999677211061,5.0,3501.0,411.0,6270.0,7850.0,2023-02-19
CAEX58,PH48,370.9553941984614,4.0,1628.0,389.0,5380.0,3749.0,2023-02-19
CAEX31,PH58,273.6924788039506,3.0,3096.0,465.0,11759.0,5673.0,2023-02-19
CAEX93,PH48,365.8208210045077,4.0,1610.0,230.0,5216.0,3749.0,2023-02-19
CAEX66,PH58,364.7391302676159,4.0,2185.0,153.0,7765.0,5709.0,2023-02-19
CAEX66,PH06,375.18461542261394,4.0,2781.0,296.0,8006.0,7869.0,2023-02-19
CAEX87,PH58,364.809190787373,4.0,2804.0,471.0,7836.0,6220.0,2023-02-19
CAEX94,PH48,272.1986874196907,3.0,2649.0,471.0,8740.0,4226.0,2023-02-19
CAEX46,PH48,373.6233128903213,4.0,1462.0,235.0,5182.0,3779.0,2023-02-19
